artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,genre,tags_humeur,tags_activité
XXXTENTACION,BAD!,4CH66Rxcjcj3VBHwmIBj4T,83,0.0643,0.78,94246,0.492,0.0313,0.174,-3.4,0.0671,143.983,4/4,0.374,rap,#energique,#dance/#fête
Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,83,0.233,0.675,256533,0.562,0.0,0.0816,-7.678,0.0352,130.098,4/4,0.309,rap,#energique,#dance/#fête
XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,0.661,0.592,110886,0.457,0.000331,0.146,-6.081,0.0603,146.04,4/4,0.225,rap,#triste,#dance/#fête
Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),1NHlyKgtR4roNylOhidKSv,83,0.00586,0.888,175711,0.74,0.0,0.218,-5.363,0.238,100.003,4/4,0.664,rap,#energique,#dance/#fête
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,83,0.00552,0.745,237240,0.346,0.0,0.0881,-7.709,0.331,203.911,4/4,0.112,rap,#triste,#dance/#fête
Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,83,0.0079,0.825,175954,0.572,0.0,0.113,-6.067,0.0864,141.991,4/4,0.568,rap,#energique,#dance/#fête
A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,83,0.0114,0.81,214593,0.55,5.69e-06,0.107,-7.46,0.17,76.503,4/4,0.183,rap,#triste,#dance/#fête
Lil Mosey,Kamikaze,1iPBD72u3nAyFEeardYuBV,83,0.301,0.792,139200,0.571,0.0,0.1,-7.539,0.094,99.999,4/4,0.556,rap,#energique,#dance/#fête
XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,83,0.779,0.699,160184,0.304,0.000993,0.137,-11.192,0.0993,119.705,4/4,0.271,rap,#energique,#dance/#fête
Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,83,0.0622,0.715,205800,0.639,0.0,0.157,-5.017,0.0752,149.996,4/4,0.151,rap,#triste,#dance/#fête
Tyga,SWISH,55GiOwtxNajXVbpjjIzMnD,83,0.0831,0.884,194936,0.541,0.0,0.118,-5.608,0.221,105.009,4/4,0.274,rap,#energique,#dance/#fête
The Weeknd,Call Out My Name,4MPTj8lMMvxLwT3EwuXFop,83,0.211,0.449,228373,0.599,0.0,0.327,-4.892,0.0369,134.144,3/4,0.165,rap,#triste,#sport/#cardio
XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,83,0.259,0.763,126346,0.726,0.0,0.0976,-6.405,0.282,139.059,4/4,0.349,rap,#energique,#dance/#fête
Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,83,0.228,0.665,179613,0.498,0.0,0.0757,-8.185,0.0831,81.967,4/4,0.127,rap,#triste,#dance/#fête
Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,83,0.00842,0.796,173987,0.61,0.00286,0.351,-5.857,0.0516,103.99,4/4,0.391,rap,#energique,#dance/#fête
Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,83,0.00587,0.755,215364,0.615,1.75e-06,0.109,-8.245,0.0454,105.955,4/4,0.039,rap,#triste,#dance/#fête
Blueface,Bleed It,67fNrBUMc7iWMofdCaoJV9,83,0.221,0.845,145520,0.76,0.0,0.107,-6.007,0.357,101.865,4/4,0.558,rap,#energique,#dance/#fête
Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,82,0.0046,0.496,185587,0.863,0.0,0.639,-4.153,0.0381,110.018,4/4,0.243,rap,#triste,#sport/#cardio
Kodak Black,Roll In Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,82,0.0306,0.747,213132,0.524,0.0,0.2,-6.807,0.245,140.053,4/4,0.363,rap,#energique,#dance/#fête
Post Malone,Stay,4H7WNRErSbONkM06blBoGc,82,0.414,0.479,204427,0.468,0.0,0.148,-5.396,0.0274,85.913,4/4,0.35,rap,#energique,#concentration/#travail
Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,82,0.0991,0.716,226693,0.729,0.0,0.0842,-6.313,0.117,131.975,4/4,0.276,rap,#energique,#dance/#fête
Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,82,0.0338,0.896,303077,0.515,0.0,0.317,-5.395,0.183,138.016,4/4,0.174,rap,#triste,#dance/#fête
Jax Jones,Play,29R1IMTTbDDA3VNlk6UEW5,82,0.0266,0.771,186240,0.768,1.26e-05,0.426,-7.773,0.0451,125.023,4/4,0.607,rap,#energique,#dance/#fête
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,82,0.0291,0.641,258343,0.922,0.0,0.0862,-4.457,0.0786,146.078,4/4,0.847,rap,#joyeux,#dance/#fête
Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,82,0.0989,0.892,253580,0.651,0.0,0.371,-8.645,0.378,105.814,4/4,0.599,rap,#energique,#dance/#fête
Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,82,0.044,0.665,203881,0.585,0.0,0.0789,-5.077,0.366,158.953,4/4,0.658,rap,#energique,#dance/#fête
Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,82,0.0802,0.776,186945,0.736,0.0,0.159,-4.612,0.247,147.946,4/4,0.233,rap,#triste,#dance/#fête
Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,82,0.493,0.826,245787,0.318,0.0131,0.11,-12.391,0.0574,103.002,4/4,0.138,rap,#triste,#dance/#fête
Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,82,0.115,0.594,191840,0.798,0.0,0.143,-5.244,0.0844,142.049,4/4,0.381,rap,#energique,#dance/#fête
Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,82,0.201,0.702,198408,0.708,0.0,0.118,-5.366,0.0547,147.98,4/4,0.713,rap,#energique,#dance/#fête
Eminem,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,82,0.241,0.749,263373,0.925,0.0,0.52,-5.034,0.227,86.989,4/4,0.641,rap,#energique,#dance/#fête
Eminem,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,82,0.00348,0.929,290227,0.65,0.0,0.308,-2.882,0.0858,112.249,4/4,0.655,rap,#energique,#dance/#fête
Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,82,0.0193,0.749,269554,0.794,0.0,0.543,-5.063,0.064,135.959,4/4,0.46,rap,#energique,#dance/#fête
The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,82,0.0671,0.58,242253,0.565,0.0,0.135,-7.065,0.0488,112.986,4/4,0.138,rap,#triste,#dance/#fête
6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,82,0.711,0.611,240342,0.466,0.000264,0.0847,-11.361,0.372,192.08,4/4,0.223,rap,#triste,#dance/#fête
G-Eazy,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,82,0.0534,0.589,268867,0.731,0.0,0.308,-6.343,0.0868,87.908,4/4,0.191,rap,#triste,#dance/#fête
Kendrick Lamar,DNA.,6HZILIRieu8S0iqY8kIKhj,82,0.00454,0.638,185947,0.523,0.0,0.0842,-6.664,0.357,139.913,4/4,0.422,rap,#energique,#dance/#fête
Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,82,0.147,0.755,216632,0.599,0.0,0.109,-5.042,0.224,133.123,4/4,0.755,rap,#joyeux,#dance/#fête
Eminem,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,82,0.142,0.748,221013,0.749,0.0,0.0713,-5.916,0.516,90.09,4/4,0.659,rap,#energique,#dance/#fête
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,0.304,0.804,298941,0.459,0.0862,0.11,-11.556,0.039,111.963,4/4,0.372,rap,#energique,#dance/#fête
Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,82,0.0166,0.766,174893,0.881,2.3e-06,0.347,-5.158,0.137,112.027,5/4,0.674,rap,#energique,#dance/#fête
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),5Xn4IyTtW6FUGIUyWjbUHG,82,0.0776,0.643,195419,0.904,0.0,0.189,-3.694,0.0739,103.028,4/4,0.481,rap,#energique,#dance/#fête
Juice WRLD,Hear Me Calling,5UYK9MervBCROg8AHNeEIy,82,0.417,0.648,189977,0.701,9.9e-06,0.103,-3.546,0.186,177.943,4/4,0.588,rap,#energique,#dance/#fête
Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,82,0.0381,0.742,258475,0.579,0.0,0.0952,-5.024,0.202,144.994,4/4,0.502,rap,#energique,#dance/#fête
Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,82,0.0102,0.833,204600,0.434,0.0219,0.165,-8.795,0.431,150.062,4/4,0.281,rap,#energique,#dance/#fête
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,81,0.075,0.696,216409,0.817,0.0,0.187,-3.862,0.109,98.064,4/4,0.782,rap,#joyeux,#dance/#fête
Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,81,0.369,0.689,229526,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4/4,0.283,rap,#energique,#dance/#fête
TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs,81,0.0251,0.743,214400,0.675,0.000717,0.0685,-4.267,0.0953,92.909,4/4,0.59,rap,#energique,#dance/#fête
Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,81,0.0595,0.743,194184,0.87,0.0,0.299,-2.188,0.212,99.075,4/4,0.884,rap,#joyeux,#dance/#fête
The Weeknd,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,81,0.0762,0.735,211440,0.677,2.17e-05,0.111,-4.979,0.093,100.584,4/4,0.188,rap,#triste,#dance/#fête
Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,81,0.367,0.52,345133,0.538,0.00187,0.119,-8.109,0.206,141.894,4/4,0.177,rap,#triste,#dance/#fête
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,81,0.00704,0.698,326467,0.732,0.000647,0.359,-4.522,0.266,171.431,4/4,0.0689,rap,#triste,#dance/#fête
Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,81,0.0311,0.939,337941,0.551,0.0,0.192,-9.126,0.291,118.552,4/4,0.42,rap,#energique,#dance/#fête
Tyga,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,81,0.0311,0.885,195992,0.543,0.0,0.154,-6.338,0.2,99.026,4/4,0.43,rap,#energique,#dance/#fête
Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,81,0.257,0.881,129547,0.623,1.5e-06,0.0964,-9.662,0.119,88.953,4/4,0.745,rap,#energique,#dance/#fête
Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,81,0.121,0.733,142000,0.678,0.0,0.344,-7.771,0.438,175.985,4/4,0.841,rap,#joyeux,#dance/#fête
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,81,0.0168,0.713,332301,0.831,0.0,0.118,-4.75,0.15,173.948,4/4,0.584,rap,#energique,#dance/#fête
6ix9ine,"MAMA (feat. Nicki Minaj, Kanye West)",1oJ8EDr2pv94IvSd6ZmDgo,81,0.0893,0.761,192405,0.672,9.77e-06,0.14,-5.887,0.212,160.077,3/4,0.437,rap,#energique,#dance/#fête
J. Cole,Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,81,0.0752,0.504,239320,0.705,0.0,0.128,-8.205,0.364,175.483,4/4,0.584,rap,#energique,#dance/#fête
Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,81,0.117,0.854,225773,0.463,0.0,0.354,-6.159,0.137,120.024,4/4,0.549,rap,#energique,#dance/#fête
6ix9ine,TIC TOC (feat. Lil Baby),4m5Cd9kAbIxg6t9sMrQWtk,81,0.0115,0.82,135739,0.691,0.0,0.344,-6.646,0.0723,142.027,4/4,0.683,rap,#energique,#dance/#fête
Usher,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,81,0.0183,0.894,250373,0.791,0.0,0.0388,-4.699,0.112,105.018,4/4,0.583,rap,#energique,#dance/#fête
Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,81,0.00299,0.815,190288,0.816,0.0,0.159,-5.474,0.269,181.967,4/4,0.498,rap,#energique,#dance/#fête
Post Malone,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,81,0.493,0.792,206267,0.56,0.0,0.0849,-4.125,0.225,134.044,4/4,0.505,rap,#energique,#dance/#fête
Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,81,0.108,0.53,194613,0.433,0.0,0.135,-10.598,0.185,160.14,4/4,0.274,rap,#energique,#dance/#fête
Metro Boomin,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom,81,0.00661,0.87,168347,0.35,0.000483,0.108,-6.082,0.277,74.963,4/4,0.175,rap,#triste,#dance/#fête
Lil Uzi Vert,New Patek,0Fpen1PTuEnCmOJtUU9Iud,81,0.0367,0.85,343099,0.785,0.0,0.155,-4.963,0.345,145.063,4/4,0.718,rap,#energique,#dance/#fête
Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,81,0.0659,0.926,223713,0.703,0.0,0.231,-6.337,0.103,125.022,4/4,0.485,rap,#energique,#dance/#fête
Lil Peep,Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,81,0.0262,0.534,231547,0.583,0.0,0.421,-8.672,0.0288,105.997,4/4,0.145,rap,#triste,#dance/#fête
The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,81,0.426,0.773,269187,0.819,0.0,0.0679,-5.946,0.118,92.99,4/4,0.585,rap,#energique,#dance/#fête
A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,81,0.0651,0.797,173600,0.844,0.0,0.087,-5.482,0.275,170.142,4/4,0.52,rap,#energique,#dance/#fête
Lil Pump,Be Like Me (feat. Lil Wayne),6flur5o18COKeafnjLHRiJ,81,0.00335,0.948,240000,0.396,0.0,0.192,-8.08,0.173,104.006,4/4,0.593,rap,#energique,#dance/#fête
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,81,0.501,0.839,209269,0.81,0.0,0.117,-5.274,0.0568,129.014,4/4,0.814,rap,#joyeux,#dance/#fête
Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,81,0.264,0.8,213400,0.585,0.0,0.153,-7.343,0.0924,126.058,4/4,0.779,rap,#joyeux,#dance/#fête
J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,81,0.21,0.831,191437,0.782,0.0,0.113,-6.274,0.15,141.869,4/4,0.199,rap,#triste,#dance/#fête
System Of A Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,81,0.000278,0.419,210240,0.934,0.0015,0.132,-3.908,0.12,127.288,4/4,0.286,rap,#energique,#sport/#cardio
blackbear,do re mi,3Q3myFA7q4Op95DOpHplaY,80,0.00419,0.742,212027,0.599,1.02e-05,0.126,-6.256,0.0465,110.977,3/4,0.154,rap,#triste,#dance/#fête
Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,80,0.191,0.674,153800,0.649,0.0,0.122,-8.433,0.199,153.069,4/4,0.48,rap,#energique,#dance/#fête
Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,80,0.68,0.767,121680,0.538,0.0,0.192,-6.044,0.052,81.031,4/4,0.343,rap,#energique,#dance/#fête
Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,80,0.186,0.601,206453,0.59,0.0,0.0942,-5.001,0.0569,151.952,4/4,0.274,rap,#energique,#dance/#fête
XXXTENTACION,I Don't Wanna Do This Anymore,5de9Ho64dovuQI8Uhn5gPD,80,0.843,0.433,87561,0.778,0.0,0.139,-7.681,0.041,114.208,4/4,0.764,rap,#joyeux,#sport/#cardio
6ix9ine,WAKA (feat. A Boogie Wit da Hoodie),6o79O9qBP3OAkWOXajAQIS,80,0.0834,0.772,128769,0.812,0.0,0.115,-3.995,0.153,97.407,4/4,0.655,rap,#energique,#dance/#fête
Gunna,Speed It Up,3BXXkwyhsHM0EPApHMhQC5,80,0.0394,0.912,179022,0.587,0.01,0.111,-7.395,0.0582,143.027,4/4,0.435,rap,#energique,#dance/#fête
2 Chainz,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,80,0.158,0.592,245893,0.584,2.63e-06,0.132,-6.232,0.0893,88.073,4/4,0.447,rap,#energique,#dance/#fête
The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,80,0.112,0.705,213520,0.769,0.0,0.105,-5.526,0.0426,107.939,4/4,0.59,rap,#energique,#dance/#fête
Offset,How Did I Get Here (feat. J. Cole),32iPykTXUNZ9oGyACGUybq,80,0.507,0.883,276794,0.544,1.6e-06,0.08,-7.92,0.233,129.993,4/4,0.114,rap,#triste,#dance/#fête
Kanye West,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,80,0.0223,0.638,207627,0.699,0.0,0.0917,-5.54,0.384,92.939,4/4,0.66,rap,#energique,#dance/#fête
Drake,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,80,0.0456,0.755,205147,0.575,0.00124,0.276,-8.393,0.0678,85.987,4/4,0.49,rap,#energique,#dance/#fête
XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,80,0.782,0.746,120027,0.251,0.00203,0.106,-16.169,0.259,139.999,4/4,0.18,rap,#triste,#dance/#fête
Lil Pump,Racks on Racks,0SfG57HqtBNqKN9O27fo1s,80,0.0311,0.822,129778,0.484,6.22e-06,0.31,-7.166,0.0865,150.061,4/4,0.0934,rap,#triste,#dance/#fête
Coolio,Gangsta's Paradise,7lQWRAjyhTpCWFC0jmclT4,80,0.0655,0.647,240693,0.514,0.0,0.398,-10.05,0.0593,79.974,4/4,0.387,rap,#energique,#dance/#fête
Migos,Narcos,0wbnC9AUenxp613TYaJsGK,80,0.0146,0.936,255379,0.588,0.0,0.139,-6.948,0.136,124.987,4/4,0.238,rap,#triste,#dance/#fête
Travis Scott,SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,80,0.0214,0.651,304512,0.833,0.0,0.14,-3.356,0.172,155.051,4/4,0.443,rap,#energique,#dance/#fête
21 Savage,all my friends,4paAidoE8VAemwU4jgCc6l,80,0.171,0.713,211785,0.62,1.16e-06,0.118,-4.513,0.0422,130.09,4/4,0.206,rap,#triste,#dance/#fête
2 Chainz,Whip (feat. Travis Scott),6Z4rmc0uujCpl8yXe3yjgI,80,0.12,0.793,226600,0.399,0.0,0.124,-7.428,0.0951,121.949,4/4,0.0379,rap,#triste,#dance/#fête
21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,80,0.111,0.872,205352,0.591,0.0,0.144,-6.952,0.359,131.982,4/4,0.696,rap,#energique,#dance/#fête
KYLE,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,80,0.339,0.689,191680,0.584,0.0,0.297,-5.768,0.119,156.572,4/4,0.676,rap,#energique,#dance/#fête
XXXTENTACION,Carry On,2yZax79pOrYuyIFVW2cZY2,80,0.768,0.735,129720,0.197,0.000276,0.296,-13.378,0.537,147.899,4/4,0.383,rap,#energique,#dance/#fête
SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,80,0.111,0.795,275080,0.594,0.0,0.162,-6.2,0.0747,135.002,4/4,0.409,rap,#energique,#dance/#fête
XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,80,0.1,0.414,186268,0.416,0.179,0.131,-8.024,0.0251,159.91,4/4,0.196,rap,#triste,#sport/#cardio
Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,80,0.371,0.9,174336,0.385,0.0,0.142,-12.189,0.435,99.964,4/4,0.488,rap,#energique,#dance/#fête
Post Malone,Paranoid,3fpVWegR6YOS1Yk5HSMYIq,80,0.0379,0.61,221787,0.554,3.84e-05,0.166,-5.501,0.137,159.85,4/4,0.244,rap,#triste,#dance/#fête
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,80,0.103,0.803,214480,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,4/4,0.593,rap,#energique,#dance/#fête
Flo Rida,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,80,0.0928,0.918,231400,0.609,0.0,0.139,-5.64,0.0791,128.008,4/4,0.304,rap,#energique,#dance/#fête
Eminem,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,80,0.0339,0.95,284200,0.665,0.0,0.0453,-4.286,0.061,104.504,4/4,0.76,rap,#joyeux,#dance/#fête
Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,80,0.26,0.706,199387,0.786,0.0,0.38,-3.417,0.0909,150.035,4/4,0.749,rap,#energique,#dance/#fête
Alle Farben,Fading,2RP8Svo0pMwZXnVcmOffDw,80,0.0232,0.734,207013,0.76,0.0,0.127,-5.267,0.0415,122.072,4/4,0.685,rap,#energique,#dance/#fête
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,80,0.617,0.703,221747,0.757,0.0,0.106,-3.612,0.05,82.008,4/4,0.696,rap,#energique,#dance/#fête
NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,80,0.381,0.642,195053,0.782,0.0,0.108,-3.395,0.0477,162.005,4/4,0.396,rap,#energique,#dance/#fête
blackbear,Idfc,6y6jbcPG4Yn3Du4moXaenr,80,0.611,0.63,245172,0.5,4.04e-05,0.114,-8.755,0.0611,144.871,4/4,0.315,rap,#energique,#dance/#fête
Macklemore,Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,80,0.0323,0.731,220454,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4/4,0.356,rap,#energique,#dance/#fête
Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,80,0.72,0.498,179080,0.235,0.0,0.144,-16.541,0.188,118.917,4/4,0.0895,rap,#triste,#sport/#cardio
Mario,Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,80,0.235,0.656,256733,0.578,0.0,0.118,-8.97,0.0922,94.514,4/4,0.556,rap,#energique,#dance/#fête
6ix9ine,STOOPID (feat. Bobby Shmurda),6k2iq1yULhXILe0i8xQqPF,79,0.13,0.733,152000,0.63,0.0,0.162,-4.296,0.395,149.989,4/4,0.832,rap,#joyeux,#dance/#fête
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",7t2bFihaDvhIrd2gn2CWJO,79,0.22,0.805,242983,0.33,0.0,0.105,-8.712,0.1,121.97,4/4,0.211,rap,#triste,#dance/#fête
Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,79,0.279,0.899,214467,0.586,0.0,0.0836,-7.866,0.344,150.001,4/4,0.492,rap,#energique,#dance/#fête
Eminem,Not Afraid,7Ie9W94M7OjPoZVV216Xus,79,0.529,0.855,248133,0.954,0.0,0.205,-1.19,0.264,114.635,5/4,0.668,rap,#energique,#dance/#fête
Post Malone,Over Now,09IOPhEh1OMe0HD9b36FJk,79,0.131,0.559,246987,0.761,1.6e-06,0.143,-4.041,0.0877,163.898,4/4,0.24,rap,#triste,#dance/#fête
Post Malone,92 Explorer,1D2L6MefbXon28PzIk9I3r,79,0.269,0.802,211427,0.743,1.36e-06,0.121,-4.82,0.0474,146.03,4/4,0.877,rap,#joyeux,#dance/#fête
Gunna,Sold Out Dates (feat. Lil Baby),72LlwJM24dWKpFLVB3PWWQ,79,0.433,0.824,166298,0.554,0.0,0.124,-7.118,0.115,127.003,4/4,0.316,rap,#energique,#dance/#fête
Pardison Fontaine,Backin' It Up (feat. Cardi B),0PpfPNtQOOvbMNVJijTQj0,79,0.0886,0.796,190466,0.68,0.0,0.268,-4.853,0.353,164.932,4/4,0.565,rap,#energique,#dance/#fête
Ne-Yo,So Sick,6brl7bwOHmGFkNw3MBqssT,79,0.273,0.699,207187,0.592,0.0,0.202,-8.298,0.262,94.933,4/4,0.589,rap,#energique,#dance/#fête
Kodak Black,MoshPit (feat. Juice WRLD),4KX8vXbouybtUptEyYxtIk,79,0.394,0.769,164038,0.627,0.0,0.106,-4.064,0.262,157.938,4/4,0.49,rap,#energique,#dance/#fête
Rob $tone,Chill Bill,5uDASfU19gDxSjW8cnCaBp,79,0.0312,0.886,177184,0.427,0.00099,0.0906,-10.028,0.145,108.034,4/4,0.23,rap,#triste,#dance/#fête
G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,79,0.0186,0.757,251467,0.672,0.0,0.158,-6.524,0.0955,111.996,4/4,0.382,rap,#energique,#dance/#fête
Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,79,0.255,0.502,243491,0.786,0.0,0.65,-4.378,0.317,169.021,4/4,0.739,rap,#energique,#dance/#fête
Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,79,0.427,0.613,208518,0.607,0.0,0.156,-5.93,0.0476,84.994,4/4,0.304,rap,#energique,#dance/#fête
Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,79,0.109,0.802,210387,0.59,0.0,0.429,-8.81,0.273,117.007,4/4,0.747,rap,#energique,#dance/#fête
Hoobastank,The Reason,1lHtE5JDCas1EwXhQIMOIj,79,0.0127,0.447,232800,0.668,0.0,0.152,-4.683,0.0294,82.904,4/4,0.0695,rap,#triste,#sport/#cardio
2Pac,Ambitionz Az A Ridah,3ssX20QT5c3nA9wk78V1LQ,79,0.00253,0.801,278387,0.908,0.000655,0.0698,-6.554,0.221,87.279,4/4,0.805,rap,#joyeux,#dance/#fête
6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,79,0.175,0.764,112667,0.711,0.0,0.105,-3.818,0.288,90.076,4/4,0.774,rap,#joyeux,#dance/#fête
Nick Jonas,Right Now,43wzy7JxMEfvCh8ZFeZKYk,79,0.0104,0.597,201680,0.751,0.0,0.0912,-4.982,0.193,103.956,4/4,0.568,rap,#energique,#dance/#fête
Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,79,0.105,0.77,222360,0.567,0.0,0.125,-5.698,0.175,81.477,4/4,0.26,rap,#energique,#dance/#fête
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,79,0.000874,0.563,229670,0.717,0.0,0.183,-5.186,0.337,82.064,4/4,0.427,rap,#energique,#dance/#fête
