artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,genre,tags_humeur,tags_activité
Shoreline Mafia,Molly Water (feat. Fenix Flexin & OhGeesy),4rd0Bdyo4PIN5KYef0m9uD,66,0.121,0.817,176453,0.646,0.0,0.0948,-7.871,0.305,98.031,4/4,0.666,rap,#energique,#dance/#fête
Blai$y,World Without You,0Qj2Mf1p69Brx9GVFNRnIT,66,0.645,0.703,106696,0.34,0.0071,0.106,-14.309,0.209,107.943,4/4,0.0992,rap,#triste,#dance/#fête
Playboi Carti,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,66,0.284,0.472,211773,0.86,0.0,0.83,-3.967,0.0451,144.073,4/4,0.366,rap,#energique,#sport/#cardio
Kendrick Lamar,GOD.,5p3NP9mQblDsVJLdfNZJ3I,66,0.0347,0.706,248827,0.557,0.0,0.276,-5.8,0.0813,132.98,4/4,0.205,rap,#triste,#dance/#fête
Kota the Friend,Alkaline,0ror2i7yC3O4iqS1Fmvhtb,66,0.679,0.774,185000,0.537,5.24e-06,0.173,-6.899,0.297,153.878,4/4,0.549,rap,#energique,#dance/#fête
Eminem,Remind Me,5uvwJAheJJEkgu88t3Wqf5,66,0.137,0.754,225173,0.869,0.0,0.752,-3.843,0.303,93.77,4/4,0.784,rap,#joyeux,#dance/#fête
Pitbull,Hotel Room Service,6Rb0ptOEjBjPPQUlQtQGbL,66,0.00705,0.851,237640,0.629,0.000372,0.0746,-8.385,0.175,125.984,4/4,0.789,rap,#joyeux,#dance/#fête
Eminem,Kings Never Die,4uX7M3U4I1nsZ7SFM4XNCn,66,0.0275,0.771,296133,0.896,0.0,0.204,-5.289,0.129,112.505,3/4,0.0593,rap,#triste,#dance/#fête
Drake,Sacrifices,0xl1w2q4VLojeXp4JfazPL,66,0.0463,0.903,307593,0.432,0.0,0.111,-11.885,0.426,139.028,4/4,0.555,rap,#energique,#dance/#fête
Chance the Rapper,Summer Friends (feat. Jeremih & Francis & The Lights),2fl0B0OaXjWbjHCQFx2O8W,66,0.675,0.693,290316,0.426,1.03e-05,0.115,-12.476,0.302,144.796,4/4,0.477,rap,#energique,#dance/#fête
Frank Ocean,Swim Good,3CgZCQyuyxHRMWB9BTwmni,66,0.00167,0.534,257187,0.675,0.00178,0.0579,-8.477,0.106,79.796,4/4,0.684,rap,#energique,#dance/#fête
Quinn XCII,Full Circle,2uHSDyFByIUeTUAxZCTRp0,66,0.202,0.751,217836,0.547,0.0,0.102,-7.898,0.138,78.007,4/4,0.481,rap,#energique,#dance/#fête
Travis Scott,coordinate,7pas6O1LYbaeChEFQBhPFU,66,0.105,0.688,226397,0.658,1.89e-06,0.335,-4.155,0.0695,75.615,4/4,0.28,rap,#energique,#dance/#fête
Tay-K,M.... She Wrote,1WRzux3cJRM9xRNN99QKgR,66,0.28,0.777,112000,0.707,0.0,0.0749,-4.85,0.286,159.662,4/4,0.614,rap,#energique,#dance/#fête
Gunna,Spending Addiction,4XbhQKkTqhEkvUXhivLydC,66,0.704,0.89,186480,0.455,0.0,0.101,-5.938,0.438,124.964,4/4,0.663,rap,#energique,#dance/#fête
Eric Bellinger,Type a Way (feat. Chris Brown & OG Parker),6P6dKUam0DXUnhx4EUGciZ,66,0.0429,0.777,181102,0.545,0.0,0.0751,-5.009,0.0686,75.01,4/4,0.68,rap,#energique,#dance/#fête
T.I.,Bring Em Out,3CcvahnsiArpTHYQEWV2Au,66,0.0298,0.759,216707,0.891,0.0,0.141,-2.983,0.257,98.579,4/4,0.587,rap,#energique,#dance/#fête
Logic,Overnight,3s3VVLE1kB7Xk2AoJKlGmr,66,0.00189,0.868,217560,0.752,1.69e-05,0.142,-6.786,0.0667,149.987,4/4,0.874,rap,#joyeux,#dance/#fête
KYLE,Moment (feat. Wiz Khalifa),0oXIvlG6j5mCeViCB1E6Lv,66,0.0468,0.708,188497,0.666,0.0,0.118,-6.438,0.0956,144.004,4/4,0.326,rap,#energique,#dance/#fête
Quinn XCII,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,66,0.161,0.652,255000,0.802,0.0,0.143,-5.308,0.0669,167.952,5/4,0.559,rap,#energique,#dance/#fête
Drake,Congratulations,3SnXwQUrvSacFziUYXTNKY,66,0.0185,0.333,332530,0.859,0.0,0.22,-2.286,0.148,86.882,5/4,0.125,rap,#triste,#sport/#cardio
Future,WRLD On Drugs,3xBHLZwRfi0fjO9euaj5zf,66,0.0172,0.819,217000,0.719,1.11e-05,0.107,-8.084,0.168,149.97,4/4,0.575,rap,#energique,#dance/#fête
Deftones,My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,66,1.33e-05,0.443,214760,0.781,0.205,0.166,-4.277,0.0377,71.841,4/4,0.372,rap,#energique,#sport/#cardio
Rakim,When I B On Tha Mic,2p9sprAX27D6U5cuSE9NsM,66,0.0521,0.844,222933,0.486,0.0,0.0544,-7.223,0.326,95.897,4/4,0.8,rap,#joyeux,#dance/#fête
Logic,Everybody Dies,2Egoo3acImq7hV6TfYV90E,66,0.134,0.777,250213,0.923,1.34e-06,0.372,-3.904,0.177,94.009,4/4,0.822,rap,#joyeux,#dance/#fête
Ying Yang Twins,Salt Shaker,4Kd0FzFpOgIGxlBl4HXuFn,66,0.0509,0.884,252440,0.697,0.0,0.094,-6.022,0.128,101.965,4/4,0.322,rap,#energique,#dance/#fête
Kodak Black,Transgression,52Vrauy7m3EtC1aQqj7Rfp,66,0.625,0.57,135441,0.639,0.0,0.121,-4.892,0.293,81.465,4/4,0.85,rap,#joyeux,#dance/#fête
SZA,Normal Girl,5fQBa4wkmq28xpSLOQ202K,66,0.269,0.622,253587,0.532,5.37e-05,0.158,-7.143,0.128,76.459,4/4,0.364,rap,#energique,#dance/#fête
Russ,Wife You Up,1lmDRuRa12CImUQziVfVw5,66,0.198,0.787,183253,0.508,0.0,0.0834,-7.786,0.137,83.975,4/4,0.457,rap,#energique,#dance/#fête
Shoreline Mafia,Heavy,7IwPwUWJk48IxZZYey8Svc,66,0.0107,0.668,172259,0.623,0.0,0.111,-9.298,0.446,180.062,4/4,0.286,rap,#energique,#dance/#fête
Timeflies,Once In a While,6cREm4bV7V79Yxdilx9HDo,66,0.00758,0.786,215160,0.687,0.0,0.619,-5.914,0.141,105.021,4/4,0.345,rap,#energique,#dance/#fête
Mike Sherm,Asshole,6aD0Es1eyfVqpYZKJm9WkC,66,0.328,0.783,160713,0.598,0.0,0.118,-10.59,0.292,97.011,4/4,0.452,rap,#energique,#dance/#fête
Yella Beezy,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",7cg9Dl8Erx5V0fIAHcP0XX,66,0.0193,0.827,352977,0.623,0.0,0.0589,-6.199,0.35,131.904,4/4,0.357,rap,#energique,#dance/#fête
Jay Rock,WIN,69WMdZSqdQwFgLVpbMsZ2J,66,0.0152,0.879,215227,0.595,0.0,0.391,-2.936,0.0889,125.994,4/4,0.355,rap,#energique,#dance/#fête
Offset,Nightmare,7LAhKXDNWwq3CmnFP3UIOP,66,0.442,0.739,147987,0.405,0.211,0.158,-10.897,0.0852,157.09,4/4,0.127,rap,#triste,#dance/#fête
Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,66,0.288,0.741,319973,0.345,0.0,0.117,-11.31,0.0754,120.015,4/4,0.277,rap,#energique,#dance/#fête
Ol' Dirty Bastard,Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,66,0.097,0.814,161400,0.481,3.83e-05,0.0495,-5.183,0.245,96.252,4/4,0.193,rap,#triste,#dance/#fête
Lil Peep,Absolute in Doubt,7yZBKFxnmoHLJFhAy2BBlo,66,0.0219,0.733,227027,0.66,0.0,0.151,-6.87,0.0436,138.034,4/4,0.259,rap,#energique,#dance/#fête
Big Pun,Twinz (Deep Cover 98),0B8drtTSp68pZdkmVrG9ZA,66,0.32,0.633,228173,0.764,3.4e-06,0.234,-7.212,0.323,94.971,4/4,0.522,rap,#energique,#dance/#fête
Colt Ford,Workin' on,5kSPD3rOo2hGYVwheIxpv8,66,0.0658,0.521,224700,0.804,0.0,0.0521,-4.395,0.0569,143.952,4/4,0.553,rap,#energique,#dance/#fête
SAINt JHN,N***a Sh*t (Swoosh),1yKj60nSSQGVuZMhj0huDa,66,0.00531,0.732,187035,0.712,2.04e-06,0.135,-4.751,0.091,153.967,4/4,0.554,rap,#energique,#dance/#fête
Destiny's Child,Girl,3s2MyU2YCwNNwcSokt0jXD,66,0.31,0.567,224147,0.747,0.0,0.04,-6.019,0.105,89.036,4/4,0.556,rap,#energique,#dance/#fête
O.T. Genasis,Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,66,0.135,0.875,222600,0.673,0.0,0.292,-4.184,0.0932,130.0,4/4,0.231,rap,#triste,#dance/#fête
blackbear,Dirty Laundry,0qgZvYWLIqDn0tXimF8gPa,66,0.051,0.766,165600,0.64,0.0,0.237,-8.899,0.0345,100.044,4/4,0.67,rap,#energique,#dance/#fête
KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),7GRTrWsP3yo2Fx8umJfA1X,66,0.00457,0.334,206605,0.81,0.0,0.158,-4.855,0.0632,151.643,4/4,0.306,rap,#energique,#sport/#cardio
Ja Rule,Put It On Me,0OvwzS8FX73Bw7ykMRmffU,66,0.00332,0.687,262827,0.785,0.0,0.0516,-4.953,0.325,186.244,4/4,0.785,rap,#joyeux,#dance/#fête
Shinedown,45,420JGkyLfLUZcgBHKiIK9v,66,0.0022,0.446,250093,0.657,0.0,0.189,-4.494,0.0262,152.132,3/4,0.215,rap,#triste,#sport/#cardio
Ari Lennox,Whipped Cream,6u1sN2DFrKZBDdkdb1L76X,66,0.548,0.744,291210,0.383,0.0,0.0966,-10.085,0.0309,85.024,4/4,0.574,rap,#energique,#dance/#fête
Ari Lennox,Night Drive,3VeuvRWfJLSOzeVPrgi5MR,66,0.0717,0.816,150133,0.433,1.42e-05,0.12,-6.372,0.177,129.852,4/4,0.713,rap,#energique,#dance/#fête
Kesha,We R Who We R,3LUWWox8YYykohBbHUrrxd,66,0.00987,0.736,204760,0.817,0.00167,0.117,-4.9,0.0407,119.95,4/4,0.653,rap,#energique,#dance/#fête
Drake,March 14,09lmraDvzBT3pUQ2rUtJzK,66,0.406,0.558,309560,0.415,0.0,0.36,-7.355,0.358,127.096,4/4,0.317,rap,#energique,#dance/#fête
Earl Sweatshirt,Chum,6plT7nFGiXKSBP9HFSI4ef,66,0.0216,0.51,243773,0.503,0.002,0.108,-8.756,0.242,153.582,4/4,0.193,rap,#triste,#dance/#fête
Aminé,DR. WHOEVER,2qpX5WY7A7uLLLQfFpvRDK,66,0.64,0.639,259227,0.332,0.0,0.0518,-11.482,0.378,83.306,4/4,0.866,rap,#joyeux,#dance/#fête
Tinashe,Like I Used To,3fMKnwiByu9yfeD5ISn9Et,66,0.571,0.717,187537,0.599,8.99e-06,0.102,-6.156,0.115,159.78,4/4,0.385,rap,#energique,#dance/#fête
Eminem,In Your Head,5qykEZTHAcplCLrynoLRnN,66,0.00164,0.647,182640,0.778,0.0,0.389,-5.257,0.224,82.918,4/4,0.252,rap,#energique,#dance/#fête
Bullet For My Valentine,Letting You Go,7rGN3oqzCpG2mLcwoPwDQm,66,0.00877,0.459,223655,0.903,0.0,0.168,-4.649,0.0673,76.185,4/4,0.364,rap,#energique,#sport/#cardio
Styles P,Good Times,7cFpB4ozcSwXuhqjvNbrbP,66,0.18,0.676,211493,0.762,0.0,0.784,-7.483,0.313,81.745,4/4,0.648,rap,#energique,#dance/#fête
Kanye West,Lift Yourself,3uYDO9dPLTVrgfwg7EYXSf,66,0.0108,0.877,147905,0.435,1.88e-06,0.115,-8.131,0.136,98.008,4/4,0.589,rap,#energique,#dance/#fête
Korn,Twisted Transistor,77VW8u6inET54YAKN1RSnd,66,0.00043,0.58,188933,0.983,0.00694,0.0801,-3.291,0.0636,110.053,4/4,0.416,rap,#energique,#dance/#fête
DJ Khaled,Top Off,1W6wxOOYyJyyok8fqYSZ3m,66,0.0107,0.573,230713,0.591,0.0,0.455,-6.715,0.331,86.721,5/4,0.232,rap,#triste,#dance/#fête
El Alfa,Mi Mami,5NbmeIxqXL0MCT5VQDj5eZ,66,0.465,0.839,185710,0.749,0.00202,0.0917,-6.345,0.167,94.972,4/4,0.442,rap,#energique,#dance/#fête
Sean Paul,Get Busy,7C86DVl6REN8VPeGEMOf9q,66,0.615,0.735,211666,0.824,0.0,0.158,-4.143,0.036,100.202,4/4,0.726,rap,#energique,#dance/#fête
Falling In Reverse,The Drug In Me Is You,1mB7dCUM7sPyNab6R43nlj,66,0.0149,0.548,218787,0.855,0.0,0.127,-3.266,0.151,145.133,4/4,0.644,rap,#energique,#dance/#fête
Lil Baby,My Dawg,7CEJH5Ed7FBbXF6CqBQPlJ,66,0.0424,0.942,215423,0.559,0.0,0.0938,-6.406,0.0638,133.01,4/4,0.582,rap,#energique,#dance/#fête
Lil Wayne,Dope Niggaz (feat. Snoop Dogg),2AwyHlbA6f641SEkizD5JG,66,0.0395,0.752,205983,0.708,0.0,0.0601,-5.053,0.28,84.974,4/4,0.645,rap,#energique,#dance/#fête
Kevin Gates,I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,66,0.0524,0.492,209707,0.698,0.0,0.428,-5.606,0.171,139.953,4/4,0.288,rap,#energique,#sport/#cardio
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,0iFOG4Ki9aDmJUYUFHQlPG,66,0.453,0.894,236507,0.404,1.57e-06,0.0801,-5.913,0.13,102.009,4/4,0.759,rap,#joyeux,#dance/#fête
Kid Ink,No Budget (feat. Rich The Kid),5EW6akmTVku8RFAqfV6FpY,66,0.0265,0.804,197587,0.807,0.000108,0.338,-5.396,0.08,146.987,4/4,0.888,rap,#joyeux,#dance/#fête
Kanye West,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,66,0.0175,0.433,351947,0.76,0.0,0.158,-4.935,0.0726,79.789,4/4,0.205,rap,#triste,#sport/#cardio
Justin Timberlake,Say Something,09ts3GnICqYEU5PkQCpJK3,66,0.103,0.707,278893,0.632,1.09e-05,0.0841,-7.031,0.0789,97.04,4/4,0.372,rap,#energique,#dance/#fête
Sarcastic Sounds,It's OK to Cry,5utrtANUaATItHm4Twgp6Z,66,0.371,0.772,102056,0.502,0.922,0.0917,-13.254,0.0291,152.031,4/4,0.145,rap,#triste,#dance/#fête
guccihighwaters,im so sick of this,1i9ItiMY9JrFTnqkTlm0n0,66,0.891,0.719,234736,0.387,0.0,0.114,-9.38,0.0643,135.064,4/4,0.17,rap,#triste,#dance/#fête
Nelly,The Fix,33QRsLBBdWDYgCZfWEZqR6,66,0.0485,0.812,173045,0.479,0.0,0.102,-6.47,0.0429,95.505,4/4,0.0873,rap,#triste,#dance/#fête
Gucci Mane,Mad Russian (feat. Lil Skies),764OUqC5YJuYJ9wazz9LtP,66,0.0877,0.757,141854,0.579,0.0,0.104,-9.174,0.0655,160.07,4/4,0.537,rap,#energique,#dance/#fête
Lil Baby,Section 8 (feat. Young Thug),6XeZ32B9HbV6ZrU6NTR2iM,66,0.219,0.736,206524,0.519,0.0,0.143,-6.111,0.379,139.966,4/4,0.677,rap,#energique,#dance/#fête
The Weeknd,Stargirl Interlude,4EDijkJdHBZZ0GwJ12iTAj,66,0.344,0.638,111640,0.47,0.193,0.105,-12.697,0.132,179.818,4/4,0.442,rap,#energique,#dance/#fête
J. Cole,In The Morning,4OkiWfrZKmmVoILXk8JEtl,66,0.764,0.44,234387,0.671,0.0,0.212,-10.598,0.477,83.078,4/4,0.479,rap,#energique,#sport/#cardio
Lil Baby,Chastised,0I1gjYB0yjwYXBn9SVOh3n,66,0.0912,0.778,123429,0.646,0.0,0.166,-4.657,0.0345,140.04,4/4,0.177,rap,#triste,#dance/#fête
Nicki Minaj,Feeling Myself,5fyIGoaaKelzdyW8ELhYJZ,66,0.437,0.564,237840,0.703,0.00927,0.358,-5.459,0.269,139.045,4/4,0.477,rap,#energique,#dance/#fête
Trippie Redd,Wicked,5iAyI5SlSs1hyWOQeBXvab,66,0.0883,0.812,138449,0.534,1.95e-06,0.141,-6.6,0.121,98.017,4/4,0.223,rap,#triste,#dance/#fête
XXXTENTACION,Bowser,3axhnTsNa4YefoyLGxjdWz,66,0.309,0.8,187654,0.491,0.0,0.332,-8.293,0.0468,135.008,4/4,0.425,rap,#energique,#dance/#fête
blackbear,the 1,5RvGALtC711pdju6fnZ7ig,66,0.0583,0.571,206875,0.531,0.0,0.122,-6.137,0.0385,108.075,4/4,0.439,rap,#energique,#dance/#fête
Eminem,We Made You,4UMTp91LHhvW33ol9ZQH0Q,66,0.101,0.922,269613,0.859,1.12e-06,0.139,-1.152,0.079,114.001,4/4,0.616,rap,#energique,#dance/#fête
Eminem,Nowhere Fast (feat. Kehlani),4xs1uoAjiWAEecX9yKGSF6,66,0.254,0.7,264173,0.74,0.0,0.0682,-4.617,0.184,79.015,4/4,0.663,rap,#energique,#dance/#fête
Russ,Pull The Trigger,57evRskKe47TvzG96SLLTM,66,0.305,0.623,156560,0.651,0.0,0.101,-6.988,0.345,82.078,4/4,0.296,rap,#energique,#dance/#fête
KIDS SEE GHOSTS,Fire,7oHkit3F3vimtsBbnZkU0G,66,0.472,0.709,140527,0.751,4.71e-06,0.182,-3.801,0.16,104.999,4/4,0.37,rap,#energique,#dance/#fête
BROCKHAMPTON,NEW ORLEANS,5kkxyqYSQrnHpfsmkjKi81,66,0.232,0.639,243280,0.815,0.0,0.299,-4.962,0.252,159.903,4/4,0.4,rap,#energique,#dance/#fête
Young Thug,On The Run (feat. Offset),04yv0dtqVm9u745efIuxbZ,66,0.00383,0.964,263933,0.502,0.0,0.0874,-7.604,0.191,127.993,4/4,0.551,rap,#energique,#dance/#fête
Britney Spears,I'm a Slave 4 U,6ldwfK0yWgTAlmIfuQkTYN,66,0.415,0.847,203600,0.843,0.000134,0.107,-3.579,0.106,110.027,4/4,0.963,rap,#joyeux,#dance/#fête
Rev Theory,Hell Yeah,2qABxQZhfAthNxszLiSsUw,66,0.000105,0.361,247613,0.98,2.84e-06,0.0218,-3.375,0.0979,167.992,4/4,0.426,rap,#energique,#sport/#cardio
A$AP Rocky,Excuse Me,3I8MbKRkS2IBDuslhCS3iT,66,0.33,0.653,238053,0.71,0.0,0.143,-8.444,0.0554,122.044,4/4,0.409,rap,#energique,#dance/#fête
Waka Flocka Flame,Hard In Da Paint,3XQY8kDjI8LARMIC9xkxQk,66,0.198,0.611,246387,0.66,0.0,0.365,-5.883,0.0839,71.544,4/4,0.583,rap,#energique,#dance/#fête
Big Boi,Doin' It (feat. Sleepy Brown),7C9rlPym4cCUPKQ1ITc76Z,66,0.109,0.84,192319,0.724,0.000244,0.11,-6.894,0.0511,139.986,4/4,0.485,rap,#energique,#dance/#fête
Chris Brown,Hope You Do,07egAPsYgrxjkEnZxs1ePJ,66,0.0366,0.67,281876,0.531,0.0,0.132,-7.294,0.0629,100.006,3/4,0.186,rap,#triste,#dance/#fête
Ty Dolla $ign,Droptop in the Rain (feat. Tory Lanez),2ZN1EnypRwsD38EoFRwmu9,66,0.0295,0.73,180867,0.581,1.3e-05,0.106,-5.833,0.0828,137.98,4/4,0.359,rap,#energique,#dance/#fête
Chief Keef,Hate Bein' Sober,3SuzCeGoNOWmbWOoDMou0B,66,0.00469,0.821,280173,0.469,0.0,0.141,-7.152,0.0473,132.002,4/4,0.321,rap,#energique,#dance/#fête
Lil Uzi Vert,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,6GNifiuBPrKFpwNBYnooFm,66,0.68,0.749,268864,0.671,0.0,0.167,-5.151,0.0599,81.994,4/4,0.756,rap,#joyeux,#dance/#fête
Ol' Dirty Bastard,Got Your Money (feat. Kelis),6YYd5MLpu45J0uLrMdivF7,66,0.0516,0.934,239547,0.459,0.0,0.222,-7.654,0.189,103.04,4/4,0.697,rap,#energique,#dance/#fête
Kevin Gates,Time For That,1gZNqH0rDxD1mXLeul1Qq7,66,0.0465,0.823,208440,0.617,0.0,0.11,-8.21,0.248,110.007,4/4,0.304,rap,#energique,#dance/#fête
Kevin Gates,Right Game Wrong N****,5DbIxurVkaHTfrS1BsMj8i,66,0.116,0.568,173419,0.643,3.57e-05,0.14,-6.035,0.279,103.353,5/4,0.708,rap,#energique,#dance/#fête
Fifth Harmony,Sledgehammer,4rUTAkOU7OkVGeQuyQCHhF,66,0.0057,0.671,230907,0.777,0.0011,0.0783,-4.322,0.046,99.98,4/4,0.289,rap,#energique,#dance/#fête
Linkin Park,Runaway,6xtQ23d8GEXgcxyUKPtwc5,66,0.0142,0.636,183973,0.884,0.0,0.253,-4.743,0.0584,109.16,4/4,0.446,rap,#energique,#dance/#fête
21 Savage,Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,66,0.147,0.9,202667,0.365,0.185,0.179,-6.395,0.235,135.003,4/4,0.136,rap,#triste,#dance/#fête
Mark B.,Me Llueven,2Iv7PCElmi1dZfzHWzMczA,66,0.242,0.852,228819,0.723,0.0,0.647,-3.833,0.078,122.009,4/4,0.643,rap,#energique,#dance/#fête
DJ Jazzy Jeff & The Fresh Prince,The Fresh Prince of Bel-Air,0UREO3QWbXJW3gOUXpK1am,66,0.00278,0.824,177267,0.684,1.45e-06,0.0481,-7.354,0.0935,101.152,4/4,0.87,rap,#joyeux,#dance/#fête
Jeremih,Surrounded (feat. Chris Brown & Wiz Khalifa),1xhXtjqbFiNgLfqHMGo9lW,66,0.0392,0.717,255133,0.45,0.0,0.112,-7.035,0.0441,142.989,4/4,0.71,rap,#energique,#dance/#fête
The All-American Rejects,"Swing, Swing",4jVhSbMMHctghoOTFuLPB2,66,7.78e-05,0.54,233267,0.691,0.331,0.0413,-5.888,0.0306,127.946,4/4,0.367,rap,#energique,#dance/#fête
Vince Staples,Big Fish,6eL1ncVDtQHgSm3E288TS7,66,0.484,0.898,198133,0.547,1.04e-05,0.37,-5.707,0.313,100.01,4/4,0.763,rap,#joyeux,#dance/#fête
Stone Sour,Bother,0AfIsqZ4gTUg9CwwW2jLeK,66,0.388,0.272,240400,0.281,2.29e-05,0.158,-7.634,0.0287,89.914,4/4,0.141,rap,#triste,#meditation/#yoga
Desiigner,Outlet,6E39QsoWB7JjphPF9xCQSN,66,0.109,0.643,268813,0.813,0.000348,0.355,-2.147,0.0828,124.178,4/4,0.36,rap,#energique,#dance/#fête
The Weeknd,Prisoner,1gZADNt16Oh23jWyMYRk4p,66,0.441,0.55,274960,0.404,0.00022,0.11,-12.755,0.0398,135.016,4/4,0.329,rap,#energique,#dance/#fête
Harold Budd,Olancha Farewell,4KyJQKAFvEH4F52qSMuwIF,69,0.992,0.196,138427,0.00687,0.917,0.106,-34.255,0.0442,72.125,4/4,0.053,classique/opéra,#triste,#meditation/#yoga
Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",2YarjDYjBJuH63dUIh9OWv,68,0.982,0.194,433800,0.0324,0.961,0.0916,-28.215,0.0382,144.13,4/4,0.0596,classique/opéra,#triste,#sport/#cardio
Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,68,0.995,0.184,315427,0.00527,0.887,0.173,-37.264,0.0432,170.612,3/4,0.151,classique/opéra,#triste,#sport/#cardio
Harold Budd,The Whispers,4VH3rKj1tmhUZtX3U43jBq,68,0.995,0.228,163000,0.00385,0.917,0.0858,-35.213,0.0449,141.201,3/4,0.117,classique/opéra,#triste,#sport/#cardio
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,66,0.9,0.257,151480,0.109,0.867,0.0762,-21.356,0.0597,75.02,4/4,0.307,classique/opéra,#calme,#meditation/#yoga
Frédéric Chopin,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,7n92QzQomRCLlciO14X0kd,66,0.99,0.387,268427,0.0451,0.913,0.112,-24.698,0.0364,61.494,4/4,0.071,classique/opéra,#triste,#meditation/#yoga
Jóhann Jóhannsson,Flight From The City,3Sy6wgTNEp6vSgLs4EyXAf,66,0.932,0.13,391160,0.086,0.912,0.108,-21.92,0.0373,90.223,4/4,0.0375,classique/opéra,#triste,#meditation/#yoga
Claude Debussy,"Rêverie, L. 68: Rêverie",43bSKCMWHIuBsUVmQcDX1J,65,0.994,0.242,257000,0.00898,0.909,0.0814,-31.811,0.0424,68.88,5/4,0.0549,classique/opéra,#triste,#meditation/#yoga
Ludwig van Beethoven,"Für Elise, WoO 59",6MQAB3vorg90FA3tQpbYXK,65,0.994,0.303,188467,0.108,0.877,0.0805,-27.433,0.0473,126.931,3/4,0.18,classique/opéra,#triste,#sport/#cardio
Frédéric Chopin,"Chopin: 24 Preludes, Op. 28: No. 15 in D-Flat Major, ""Raindrop""",4q8f3Ls32PcXE8Ks4V1ufx,65,0.995,0.398,348333,0.00293,0.922,0.0897,-29.481,0.0666,130.464,4/4,0.0804,classique/opéra,#triste,#sport/#cardio
Claude Debussy,Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,6N7JzrteJv8lsr1GWYyu0b,65,0.993,0.343,279160,0.0252,0.932,0.0454,-27.013,0.0488,67.207,5/4,0.0395,classique/opéra,#triste,#meditation/#yoga
Wolfgang Amadeus Mozart,"Requiem, K. 626: Lacrimosa",3oHSL6pt9LpNrQZuQGu9wL,65,0.944,0.162,169667,0.0898,0.917,0.187,-23.269,0.0354,132.047,3/4,0.0413,classique/opéra,#triste,#sport/#cardio
Wolfgang Amadeus Mozart,"Le Nozze di Figaro, K. 492: Sinfonia",4rjnWmrSRqXVkFWdKMG3pV,64,0.839,0.386,251200,0.0738,0.947,0.155,-19.369,0.0433,142.499,4/4,0.172,classique/opéra,#triste,#sport/#cardio
Howard Shore,Concerning Hobbits,644es5aYPJghtZLjM1rmSP,64,0.843,0.488,175040,0.0629,0.406,0.133,-21.524,0.0342,104.311,4/4,0.175,classique/opéra,#triste,#meditation/#yoga
Franz Schubert,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",4acoaqSa5dno7qMFExRG2w,64,0.989,0.333,497773,0.0195,0.914,0.131,-26.862,0.0386,68.66,3/4,0.0391,classique/opéra,#triste,#meditation/#yoga
Claude Debussy,"Clair de Lune, L. 32",5u5aVJKjSMJr4zesMPz7bL,64,0.994,0.335,268000,0.00532,0.912,0.0621,-31.646,0.0376,65.832,4/4,0.0397,classique/opéra,#triste,#meditation/#yoga
Harold Budd,The Plateaux Of Mirror - 2004 Digital Remaster,75Q2oWlmhsTiM9KTbjyduU,64,0.988,0.234,253893,0.0138,0.83,0.106,-30.699,0.0487,91.085,4/4,0.0344,classique/opéra,#triste,#meditation/#yoga
Ludwig van Beethoven,Beethoven : Symphony No.9 in D minor Op.125 : II Molto vivace,6lnttZF0hDaVyVZBEgpJ3I,64,0.964,0.364,822307,0.189,0.82,0.0769,-22.125,0.0425,111.408,4/4,0.283,classique/opéra,#calme,#sport/#cardio
Ólafur Arnalds,Dalur - Island Songs V,2xkgm3ZHezoiW9tGblP5gi,64,0.991,0.322,242400,0.0738,0.937,0.0742,-23.687,0.0309,86.387,4/4,0.0507,classique/opéra,#triste,#meditation/#yoga
Andrea Bocelli,Con Te Partirò,7zrpoAJte9o12TzawqgdD0,64,0.844,0.241,250984,0.367,0.00279,0.0873,-7.95,0.0311,135.267,5/4,0.302,classique/opéra,#energique,#sport/#cardio
