Unnamed: 0,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,time_signature_clean,genre_group,artist_normalized,genre_simplifié,origine
38149.0,paula cole,i don't want to wait,5MDQNJ7SZTytJwCbWKqJDL,62,0.298,0.41,320027,0.468,1.19e-05,B,0.0426,-8.177,Major,0.0553,177.508,4,0.475,4.0,Autres,paula cole,jazz/blues,origine_historique
37124.0,mellow fellow,how was your day?,2E01rRrzaz6TuwCdm27m4m,62,0.0472,0.447,188787,0.442,0.000559,G#,0.331,-11.221,Minor,0.0471,159.967,4,0.776,4.0,Autres,mellow fellow,jazz/blues,origine_historique
81461.0,marcell,takkan terganti,0T4t1PywlNmJGcveGH5spB,63,0.704,0.358,241763,0.275,1.04e-06,F,0.11,-8.324,Minor,0.0277,103.581,4,0.117,4.0,Autres,marcell,jazz/blues,origine_historique
29.0,giacomo puccini,"""nessun dorma!""",74WjYdm3Lvbwnds4thYPUU,63,0.961,0.171,180933,0.308,0.00546,D,0.319,-12.383,Major,0.0456,171.798,5,0.0889,5.0,Autres,giacomo puccini,jazz/blues,origine_historique
37015.0,david crowder band,how he loves,6WSFMa721PvfnspCRsGOMh,63,0.0167,0.217,318693,0.466,2.58e-05,C,0.152,-6.156,Major,0.0346,149.398,3,0.173,3.0,Autres,david crowder band,jazz/blues,origine_historique
10527.0,kendrick lamar,blood.,1n4jwRVXdkK2U34nBDUKKT,63,0.142,0.357,118067,0.238,0.0859,G#,0.55,-16.78,Minor,0.265,156.907,4,0.494,4.0,Autres,kendrick lamar,jazz/blues,origine_historique
89558.0,daniel caesar,transform (feat. charlotte day wilson),1jQfgl9WRle7D8a3GXLwaD,63,0.511,0.498,280587,0.292,1.9e-05,F,0.256,-10.656,Major,0.031,68.963,4,0.348,4.0,Autres,daniel caesar,jazz/blues,origine_historique
258.0,otis redding,(sittin' on) the dock of the bay,50uGbeaQIxKiSc7jvRTjWx,63,0.726,0.486,166827,0.312,1.59e-06,D,0.0601,-13.522,Major,0.0533,205.917,4,0.598,4.0,Autres,otis redding,jazz/blues,origine_historique
35419.0,lana del rey,heroin,7lSdUlVf8k6kxklKkskb1m,63,0.556,0.352,355184,0.41,0.0113,B,0.114,-8.796,Minor,0.0388,118.721,4,0.0952,4.0,Autres,lana del rey,jazz/blues,origine_historique
38476.0,lee ann womack,i hope you dance,65B1tEOv5W294uCKbmEcFV,63,0.0524,0.416,294533,0.446,0.0,G,0.0891,-9.557,Minor,0.0291,151.328,4,0.278,4.0,Autres,lee ann womack,jazz/blues,origine_historique
99206.0,tom odell,you're gonna break my heart tonight,5y9b65dSxULwCiQRLgzO21,63,0.784,0.287,278766,0.292,0.000723,F,0.0879,-8.32,Minor,0.028,86.736,4,0.142,4.0,Autres,tom odell,jazz/blues,origine_historique
39800.0,céline dion,i'm alive,3qjXFLKMp4zfMmugEGPaBx,63,0.0247,0.691,210227,0.64,5.24e-06,G#,0.2,-5.087,Major,0.0384,101.991,4,0.452,4.0,Variété Française,celine dion,variété française,origine_historique
99428.0,scott hamilton,young and foolish,2ncnr8AuzqAabOGEIoA863,63,0.965,0.456,330615,0.276,0.0525,F,0.0775,-7.419,Major,0.0316,103.335,4,0.157,4.0,Autres,scott hamilton,jazz/blues,origine_historique
33827.0,vampire weekend,hannah hunt,3t87C08isN6yw2DnWOorLm,63,0.717,0.345,237973,0.313,0.000822,E,0.1,-10.098,Major,0.0681,207.969,4,0.164,4.0,Autres,vampire weekend,jazz/blues,origine_historique
79960.0,louis armstrong,summertime,7LHdSTKBYwB4GuiDwgsHri,63,0.907,0.152,298133,0.0882,0.00371,G#,0.107,-21.102,Minor,0.0336,65.923,4,0.121,4.0,Autres,louis armstrong,jazz/blues,origine_historique
88508.0,miranda lambert,tin man,4ckQIgBy1gVeevf7UAereE,63,0.861,0.425,259280,0.372,0.0148,C,0.0733,-10.92,Major,0.03,79.456,4,0.292,4.0,Autres,miranda lambert,jazz/blues,origine_historique
41059.0,shawn mendes,imagination,21TcDbGosp7w9YhTjOszgA,63,0.0743,0.481,217773,0.455,0.0,C,0.0694,-5.942,Major,0.0286,179.468,4,0.333,4.0,Autres,shawn mendes,jazz/blues,origine_historique
32884.0,cavetown,green,6FCtVFA2m7j60qnlN1Sxko,63,0.257,0.425,270429,0.34,0.0,D,0.117,-11.208,Major,0.035,134.977,3,0.117,3.0,Autres,cavetown,jazz/blues,origine_historique
12188.0,beyoncé,broken-hearted girl,31acMiV67UgKn1ScFChFxo,63,0.503,0.336,277627,0.424,0.0,F,0.273,-7.203,Major,0.0353,82.149,4,0.159,4.0,Autres,beyonce,jazz/blues,origine_historique
41809.0,hugar,inngangur,4ndRB3B9iP6fx3YiCFr5es,63,0.995,0.405,87517,0.00996,0.954,A,0.0908,-29.706,Minor,0.042,67.82,3,0.349,3.0,Autres,hugar,jazz/blues,origine_historique
78150.0,drake,star67,2mmUoyPxzbxehpfm1TpTRK,63,0.747,0.478,294973,0.395,4.73e-06,D#,0.264,-7.917,Major,0.213,74.515,3,0.17,3.0,Autres,drake,jazz/blues,origine_historique
42935.0,oliver riot,ivory black,6vSIJHh8CRxpjWRvnzspZg,63,0.889,0.406,267585,0.257,0.00195,C,0.117,-13.121,Major,0.0575,139.337,4,0.102,4.0,Autres,oliver riot,jazz/blues,origine_historique
78046.0,sabrina claudio,stand still,66H06L8hktjhduwRDWntDT,63,0.732,0.476,283236,0.44,0.023,A,0.0773,-8.198,Minor,0.0371,149.389,3,0.161,3.0,Autres,sabrina claudio,jazz/blues,origine_historique
98329.0,carpenters,yesterday once more,24Qo0pcx4gjBNQNp1cTOVw,63,0.7,0.253,233533,0.391,0.0,E,0.36,-13.662,Major,0.037,168.96,4,0.362,4.0,Autres,carpenters,jazz/blues,origine_historique
12512.0,alex & sierra,bumper cars,62UQgDAEzQuKDwa0Lf8wt8,63,0.805,0.428,240173,0.274,0.0,D#,0.102,-7.363,Major,0.0394,145.067,4,0.176,4.0,Autres,alex & sierra,jazz/blues,origine_historique
12907.0,camila,bésame,4LjyEL2sAQU7QZPC6GuTf6,63,0.0529,0.256,252293,0.384,0.0,F#,0.0802,-8.158,Minor,0.0332,175.543,3,0.168,3.0,Autres,camila,jazz/blues,origine_historique
1391.0,amber run,5am,4B4kunXhV2ZKnYcvDgAFoE,63,0.244,0.357,257907,0.434,0.00654,C,0.0808,-11.521,Major,0.0418,145.743,4,0.0907,4.0,Autres,amber run,jazz/blues,origine_historique
45427.0,auli'i cravalho,know who you are,2wCRJwiL1WSrW0Dwfco7Nj,63,0.934,0.184,72627,0.132,0.0709,B,0.104,-20.356,Minor,0.0345,165.252,1,0.133,1.0,Autres,auli'i cravalho,jazz/blues,origine_historique
31123.0,brian mcbride,girl nap,542waU3uXCF7ZVyNDvePHk,63,0.953,0.0946,231213,0.181,0.915,E,0.118,-20.99,Major,0.0361,77.092,3,0.0328,3.0,Autres,brian mcbride,jazz/blues,origine_historique
90904.0,drake,u with me?,03L2AoiRbWhvt7BDMx1jUB,63,0.352,0.44,297373,0.421,1.33e-05,F#,0.136,-11.399,Minor,0.154,87.629,4,0.116,4.0,Autres,drake,jazz/blues,origine_historique
76705.0,etta james,something's got a hold on me,5QC07jdKdQrH1cW7Ag3OJ2,63,0.714,0.497,167427,0.432,0.0,C#,0.609,-10.851,Major,0.0928,73.251,4,0.654,4.0,Autres,etta james,jazz/blues,origine_historique
87289.0,rudimental,they don't care about us (feat. maverick sabre & yebba),7o2kcgxxXuQO21IXx3qZGN,63,0.0454,0.424,280947,0.482,1.7e-05,G#,0.067,-7.293,Major,0.0676,180.034,3,0.406,3.0,Autres,rudimental,jazz/blues,origine_historique
46916.0,yo trane,late night drive,0K83VVfg5Y4bPoZ4kmytKH,63,0.382,0.491,252372,0.375,0.0,F#,0.103,-10.031,Minor,0.2,97.116,4,0.19,4.0,Autres,yo trane,jazz/blues,origine_historique
6270.0,the echelon effect,as the lights fade away,6iDNiQbHvtlOQ8Z4kL46YW,63,0.891,0.311,106233,0.0765,0.973,C,0.114,-21.822,Major,0.0363,89.087,4,0.0412,4.0,Autres,the echelon effect,jazz/blues,origine_historique
76530.0,tourist,someone else,1cR7s0ghhOj56nhTjwSIRO,63,0.354,0.34,247266,0.439,0.954,C#,0.232,-12.591,Major,0.0371,132.004,3,0.0509,3.0,Autres,tourist,jazz/blues,origine_historique
48245.0,franz liszt,"liebestraume, s541/r211 : no. 3: nocturne in a-flat major",6GzMz3s0K1YKwRVI36CgRx,63,0.991,0.343,270000,0.0342,0.92,G#,0.1,-25.591,Major,0.0406,60.228,3,0.0378,3.0,Autres,franz liszt,jazz/blues,origine_historique
30303.0,"tyler, the creator",garden shed,6ACiYjq5Q7e6BlhZEHz7cd,63,0.381,0.423,223947,0.456,0.016,D,0.12,-8.45,Minor,0.0579,112.984,4,0.148,4.0,Autres,"tyler, the creator",jazz/blues,origine_historique
1877.0,james horner,a gift of a thistle,3Yvi5NkUrSppVwrMHYkB6u,63,0.92,0.124,97867,0.0116,0.871,A,0.0938,-36.061,Minor,0.0408,80.655,5,0.0392,5.0,Autres,james horner,jazz/blues,origine_historique
14069.0,mykola dmytrovych leontovych,carol of the bells,4tHqQMWSqmL6YjXwsqthDI,63,0.994,0.418,85267,0.106,0.0292,G#,0.179,-22.507,Minor,0.0448,46.718,4,0.8,4.0,Autres,mykola dmytrovych leontovych,jazz/blues,origine_historique
48317.0,langhorne slim,life is confusing,16lPj311efhVdbwPrTgTHl,63,0.955,0.373,171413,0.216,0.00105,C#,0.0739,-11.41,Major,0.0326,129.03,4,0.496,4.0,Autres,langhorne slim,jazz/blues,origine_historique
28865.0,the beatles,for no one - remastered 2009,1kDkaFlmkdEZiVUogaP9OZ,63,0.783,0.483,119813,0.351,0.0,C#,0.115,-10.487,Minor,0.0278,81.208,4,0.713,4.0,Autres,the beatles,jazz/blues,origine_historique
86862.0,jimi hendrix,the wind cries mary,5H6Jp0syB5yEPk7SWYdlmk,63,0.348,0.499,200733,0.495,0.0286,F,0.2,-10.508,Major,0.0501,80.086,4,0.339,4.0,Autres,jimi hendrix,jazz/blues,origine_historique
28904.0,james horner,for the love of a princess,22yxHt6UqZpH7tP6W4PooI,63,0.468,0.17,247533,0.0697,0.896,A,0.0851,-25.881,Minor,0.0484,114.386,3,0.0352,3.0,Autres,james horner,jazz/blues,origine_historique
28649.0,westlife,flying without wings,30ngg6jCMqOBcvj5fLgfBe,63,0.323,0.443,215307,0.493,0.0,G#,0.21,-7.956,Major,0.0318,72.742,4,0.283,4.0,Autres,westlife,jazz/blues,origine_historique
74263.0,cartel de santa,si estuviera en dubái,2GAtC7Y9K8s6kOZiNArqkQ,63,0.156,0.775,201813,0.69,0.0,G#,0.29,-4.818,Minor,0.341,73.553,4,0.824,4.0,Autres,cartel de santa,variété française,origine_historique
91644.0,eddie berman,untamed,1TDKNDMFsFCWJneWAmjLRm,63,0.784,0.397,238213,0.264,0.176,E,0.113,-11.396,Major,0.029,90.771,4,0.0857,4.0,Autres,eddie berman,jazz/blues,origine_historique
27623.0,eva cassidy,fields of gold,5vtOJrmovXGxGsnAck694H,63,0.974,0.461,282093,0.0859,1.12e-06,A,0.077,-14.676,Major,0.0309,79.817,4,0.31,4.0,Autres,eva cassidy,jazz/blues,origine_historique
51762.0,tom odell,magnetised - acoustic,5baXzOMmD0sf26hayRqfqI,63,0.952,0.487,292187,0.0746,0.0,A#,0.108,-12.952,Minor,0.0327,106.328,4,0.123,4.0,Autres,tom odell,jazz/blues,origine_historique
86505.0,smokey robinson & the miracles,the tracks of my tears,3AR9uXc8JbOVfe92kzmJTH,63,0.664,0.488,174360,0.335,0.0,G,0.173,-10.789,Major,0.0268,96.333,4,0.708,4.0,Autres,smokey robinson & the miracles,jazz/blues,origine_historique
51521.0,corey kilgannon,macaroni song,7mE8MPVQRjvi6T2F0lDYkL,63,0.813,0.488,228468,0.188,1.62e-06,A#,0.0966,-13.461,Major,0.0357,121.522,4,0.345,4.0,Autres,corey kilgannon,jazz/blues,origine_historique
73409.0,elvis costello,she,31Tp5iKrVUayn65qhg06nE,63,0.459,0.332,187720,0.284,3.77e-06,C#,0.13,-12.866,Major,0.0323,130.215,4,0.311,4.0,Autres,elvis costello,jazz/blues,origine_historique
53028.0,sody,maybe it was me,0dlTFvu6sfzEenCh2IAPmu,63,0.729,0.457,179320,0.333,0.0,F,0.166,-9.76,Major,0.131,166.463,4,0.251,4.0,Autres,sody,jazz/blues,origine_historique
86477.0,lori mckenna,the time i've wasted,1JtvwshkJMxfm4oRhJp93C,63,0.796,0.473,213249,0.25,8.83e-05,F,0.101,-11.263,Major,0.0304,145.027,4,0.261,4.0,Autres,lori mckenna,jazz/blues,origine_historique
52676.0,justin bieber,mark my words,2SnNaoNhMjC1WRMTWD8qTX,63,0.898,0.416,134347,0.258,2.06e-06,C,0.147,-8.489,Major,0.0333,116.599,4,0.532,4.0,Autres,justin bieber,jazz/blues,origine_historique
96075.0,syml,where's my love - alternate version,1BwBeG8Pae6uHp3w29AHvi,63,0.904,0.376,248333,0.219,0.0194,C,0.108,-11.805,Minor,0.0319,103.719,4,0.159,4.0,Autres,syml,jazz/blues,origine_historique
52703.0,michael giacchino,married life,7iocNjLrxPHLl8njgRlv5U,63,0.967,0.279,250573,0.074,0.648,C,0.0833,-21.124,Major,0.0461,165.27,3,0.11,3.0,Autres,michael giacchino,jazz/blues,origine_historique
72343.0,bobby vinton,sealed with a kiss,2W5UG7uGle3SlZiyzEGxls,63,0.708,0.431,168867,0.379,1.74e-05,F,0.181,-9.59,Minor,0.0262,86.172,4,0.665,4.0,Autres,bobby vinton,jazz/blues,origine_historique
83392.0,gustavo santaolalla,the choice,2IXJyG1DX93g2EhFXghz37,63,0.909,0.303,102373,0.00338,0.89,E,0.116,-30.932,Minor,0.0493,50.96,4,0.347,4.0,Autres,gustavo santaolalla,jazz/blues,origine_historique
15864.0,travis atreo,clean,2594qS7iKEg6AeLjJDEOIO,63,0.826,0.4,270000,0.25,0.0,C,0.118,-9.111,Major,0.036,207.528,4,0.308,4.0,Autres,travis atreo,jazz/blues,origine_historique
54722.0,mayday parade,miserable at best,1ONoPkp5XIuw3tZ1GzrNKZ,63,0.574,0.464,316987,0.362,0.0,D,0.111,-10.652,Major,0.0306,135.255,4,0.416,4.0,Autres,mayday parade,jazz/blues,origine_historique
25644.0,philip glass,etude no. 2,5bi8ryL6gy6a1BRXOf43y9,63,0.992,0.235,295560,0.166,0.87,F,0.101,-19.632,Major,0.0347,101.182,4,0.0356,4.0,Autres,philip glass,jazz/blues,origine_historique
25929.0,charlotte lawrence,everybody loves you,1mVKWLlNKn7lgasPVhxQjD,63,0.754,0.486,204648,0.231,0.0,D,0.37,-10.277,Major,0.0494,122.755,4,0.327,4.0,Autres,charlotte lawrence,jazz/blues,origine_historique
55771.0,hans zimmer,mountains,50KpZ6oMPMwuOgpAg1bA0K,63,0.605,0.251,219093,0.0575,0.922,A,0.098,-16.985,Minor,0.0293,95.947,4,0.0371,4.0,Autres,hans zimmer,jazz/blues,origine_historique
83495.0,howard shore,"the council of elrond (feat. ""aniron) (theme for aragorn and arwen "")",3Knohqfb9jeYzL6wMZiWLM,63,0.979,0.104,229107,0.111,0.926,C#,0.11,-20.031,Major,0.0517,83.933,4,0.039,4.0,Autres,howard shore,jazz/blues,origine_historique
16326.0,killstation,cold weather,0p1rtgkOhdwVRE31PqLw7h,63,0.736,0.418,123273,0.484,1.35e-06,A,0.243,-9.126,Minor,0.0294,109.723,4,0.0562,4.0,Autres,killstation,jazz/blues,origine_historique
16390.0,haux,cologne,4ld2TeVRlaYNHWzi52dWsZ,63,0.911,0.27,251000,0.463,0.013,E,0.0835,-13.774,Major,0.288,76.221,3,0.0557,3.0,Autres,haux,jazz/blues,origine_historique
55364.0,justin hurwitz,moon walk,2VH5WOoCqSDbsmJVwJslBx,63,0.812,0.214,89799,0.209,0.933,F#,0.219,-21.901,Minor,0.0557,72.683,4,0.0319,4.0,Autres,justin hurwitz,jazz/blues,origine_historique
56328.0,lana del rey,music to watch boys to,34rRFl0bz9PocxWuO2ca5J,63,0.713,0.4,290626,0.494,0.000334,C#,0.238,-8.04,Minor,0.0367,132.016,4,0.134,4.0,Autres,lana del rey,jazz/blues,origine_historique
6536.0,seafret,atlantis,1Fid2jjqsHViMX6xNH70hE,63,0.0529,0.4,229173,0.479,2.14e-06,G#,0.115,-7.989,Minor,0.0308,166.159,4,0.213,4.0,Autres,seafret,jazz/blues,origine_historique
70974.0,placebo,running up that hill,6RHHbAbyIcPpvS1dP3KUGq,63,0.269,0.45,297320,0.356,0.515,A#,0.0944,-13.692,Minor,0.0337,179.937,4,0.0839,4.0,Autres,placebo,jazz/blues,origine_historique
25090.0,lionel richie,"endless love - from ""the endless love"" soundtrack",0FGxAEMIE5GhyFqFMHRWaO,63,0.665,0.456,266267,0.332,0.000248,A#,0.138,-9.775,Major,0.025,93.633,4,0.237,4.0,Autres,lionel richie,jazz/blues,origine_historique
25135.0,justin hurwitz,"engagement party - from ""la la land"" soundtrack",2bonbKENtFAQQh8U4UEAu5,63,0.991,0.398,87213,0.0662,0.909,D#,0.113,-22.609,Major,0.0401,80.364,3,0.326,3.0,Autres,justin hurwitz,jazz/blues,origine_historique
4621.0,luther vandross,always and forever,3xvcFlh6hHqxyiAFkqpsjZ,63,0.669,0.429,292733,0.413,7.9e-06,E,0.288,-9.566,Major,0.032,149.312,3,0.155,3.0,Autres,luther vandross,jazz/blues,origine_historique
92559.0,jack wall,vigil,6efIeK8Md9RS43qoCTfM35,63,0.884,0.109,102480,0.228,0.969,F,0.122,-15.603,Major,0.0368,65.938,3,0.0359,3.0,Autres,jack wall,jazz/blues,origine_historique
24337.0,cartel de santa,el loco más loco,3CkLTxZFVkjCQg8yhEcY2E,63,0.208,0.96,242360,0.548,0.0,G,0.092,-6.024,Major,0.254,119.958,4,0.963,4.0,Autres,cartel de santa,variété française,origine_historique
85660.0,céline dion,the power of love - radio edit,2PFAYhBcNRj1UaluR7ZgUy,63,0.369,0.536,286893,0.523,0.000525,G#,0.227,-8.885,Major,0.0306,140.059,4,0.236,4.0,Variété Française,celine dion,variété française,origine_historique
17262.0,banks,contaminated,4tJi4dodnpJ0MSKj2w6OkP,63,0.732,0.475,280680,0.322,8.6e-06,B,0.107,-7.401,Minor,0.0481,76.604,4,0.269,4.0,Autres,banks,jazz/blues,origine_historique
92933.0,cartel de santa,volvió el sensei,71RL6jIJ10rJuR0kfK1eut,63,0.0492,0.871,204707,0.54,0.0,C#,0.161,-5.478,Major,0.29,136.121,4,0.3,4.0,Autres,cartel de santa,variété française,origine_historique
3192.0,h.e.r.,against me,6PECN7ogaP2XbSmJUt9TvT,63,0.378,0.476,270413,0.334,0.0,F#,0.213,-11.718,Minor,0.388,61.362,4,0.0849,4.0,Autres,h.e.r.,jazz/blues,origine_historique
89218.0,carpenters,top of the world,4mtUOBfy2KjqTOPl7N8esR,63,0.817,0.378,179173,0.349,0.0,A#,0.0999,-12.918,Major,0.0455,184.428,4,0.663,4.0,Autres,carpenters,jazz/blues,origine_historique
83825.0,panic! at the disco,the end of all things,78tro1rpoxmqjbjiRRRzoH,63,0.827,0.21,211893,0.233,0.0039,F,0.129,-11.636,Minor,0.0287,88.679,5,0.095,5.0,Autres,panic! at the disco,jazz/blues,origine_historique
22732.0,the head and the heart,down in the valley,6soFQo67vXsBPU5hRVnYLt,63,0.555,0.418,303653,0.403,0.024,C,0.108,-10.53,Major,0.0294,105.801,4,0.149,4.0,Autres,the head and the heart,jazz/blues,origine_historique
3128.0,"earth, wind & fire",after the love has gone,3cfnGXJ9bmiWvFqEO6ff8B,63,0.532,0.424,278040,0.443,0.000389,F#,0.673,-13.45,Major,0.0382,131.675,4,0.391,4.0,Autres,"earth, wind & fire",jazz/blues,origine_historique
59978.0,dodie,not what i meant (feat. lewis watson),47IAJLkYhZag79yvXmT6Lt,63,0.792,0.482,143290,0.273,0.00223,C,0.109,-13.396,Major,0.043,118.952,4,0.142,4.0,Autres,dodie,jazz/blues,origine_historique
22577.0,ólafur arnalds,doria - island songs vii,0NVsz5lExNqzVDznhdPlU8,63,0.992,0.208,202547,0.134,0.934,D#,0.132,-18.42,Major,0.0337,170.241,4,0.126,4.0,Autres,olafur arnalds,jazz/blues,origine_historique
22409.0,the beach boys,don't worry baby - remastered 2001,1GLmaPfulP0BrfijohQpN5,63,0.0666,0.487,169933,0.464,0.00531,E,0.105,-9.821,Major,0.03,121.242,4,0.851,4.0,Autres,the beach boys,jazz/blues,origine_historique
59552.0,blanco white,nocturne,1rAoMvrhI0Ozalbow7Lu6F,63,0.949,0.48,268627,0.303,0.196,D,0.155,-13.189,Minor,0.0302,127.017,3,0.192,3.0,Autres,blanco white,jazz/blues,origine_historique
84916.0,anne dudley,the longest walk,4nBygLCezMbtPVvUs398Ol,63,0.913,0.0759,165667,0.156,0.956,G,0.0985,-14.985,Minor,0.0361,80.426,5,0.0397,5.0,Autres,anne dudley,jazz/blues,origine_historique
18563.0,bibio,curls,3NLm801woJocONz1NmPJZR,63,0.879,0.497,197933,0.348,0.796,A,0.722,-10.593,Major,0.0285,82.176,4,0.227,4.0,Autres,bibio,jazz/blues,origine_historique
18579.0,billie marten,cursive,5Iy1wdO0tMaHwKnfFYtlel,63,0.935,0.494,240400,0.267,5.58e-05,C,0.128,-11.54,Major,0.0308,115.117,3,0.166,3.0,Autres,billie marten,jazz/blues,origine_historique
8644.0,angela lansbury,"beauty and the beast - from ""beauty and the beast"" / soundtrack version",2rJFFUEl1LURkV0b0OARXx,63,0.78,0.241,166307,0.162,4.53e-06,G#,0.153,-14.447,Major,0.035,171.584,4,0.183,4.0,Autres,angela lansbury,jazz/blues,origine_historique
62015.0,max richter,only questions,2Ua2U7enh9ErAF6DaJh4hg,63,0.994,0.38,77418,0.0089,0.891,F#,0.0961,-33.388,Minor,0.0491,71.024,4,0.0807,4.0,Autres,max richter,jazz/blues,origine_historique
20730.0,drake,diamonds dancing,2AGottAzfC8bHzF7kEJ3Wa,63,0.125,0.467,314632,0.358,3.73e-05,C#,0.111,-10.847,Major,0.0497,136.02,4,0.166,4.0,Autres,drake,jazz/blues,origine_historique
93807.0,jhene aiko,wasted love freestyle,1zsxlqBfktCpTXK9CjUpyW,63,0.879,0.484,227133,0.244,1.95e-06,A#,0.104,-12.716,Minor,0.0543,126.098,5,0.349,5.0,Autres,jhene aiko,jazz/blues,origine_historique
65009.0,maisie peters,place we were made,0xKGPkn1RLsVifjDs4183v,63,0.809,0.36,185274,0.348,0.0,C,0.172,-9.107,Major,0.0392,180.053,3,0.307,3.0,Autres,maisie peters,jazz/blues,origine_historique
65860.0,troye sivan,postcard (feat. gordi),4CCe846xVRd9p31gc6dMza,63,0.905,0.43,216606,0.36,0.0,C,0.0967,-8.909,Major,0.036,97.852,4,0.247,4.0,Autres,troye sivan,jazz/blues,origine_historique
36248.0,belle mt,hollow (acoustic),1GIBQJItFW5tFPrilr6M6o,63,0.822,0.499,236618,0.229,4.59e-06,B,0.0914,-9.642,Major,0.0361,178.461,3,0.239,3.0,Autres,belle mt,jazz/blues,origine_historique
37004.0,auli'i cravalho,how far i'll go - reprise,32pqqCrnIC5O5iE9c218PJ,63,0.797,0.314,87347,0.441,0.0,C#,0.13,-8.396,Minor,0.0405,166.374,4,0.256,4.0,Autres,auli'i cravalho,jazz/blues,origine_historique
36119.0,kanye west,hold my liquor,5nIu0VwPOsjkF61zfevLKh,63,0.0147,0.493,326947,0.333,5.66e-06,G#,0.116,-10.313,Major,0.0342,106.808,4,0.0399,4.0,Autres,kanye west,jazz/blues,origine_historique
6172.0,steve jablonsky,arrival to earth,4u4VElxO7JM4IR4jR4TL1s,63,0.549,0.103,326773,0.384,0.897,C,0.111,-16.401,Minor,0.0556,79.262,4,0.0747,4.0,Autres,steve jablonsky,jazz/blues,origine_historique
101393.0,yoyo sham,追光者 - 電視劇夏至未至插曲,66LKcDWIHdqWEaviZhcMTx,64,0.719,0.475,235833,0.344,0.000603,B,0.143,-8.773,Major,0.0308,144.018,4,0.261,4.0,Autres,yoyo sham,jazz/blues,origine_historique
37697.0,the avett brothers,i and love and you,7CEV9VwA8XO9wwxTXgYKvY,64,0.816,0.494,300840,0.268,9.74e-05,D,0.076,-10.063,Major,0.0315,70.223,4,0.162,4.0,Autres,the avett brothers,jazz/blues,origine_historique
84381.0,james newton howard,the hanging tree,416MsJxvxSKY96DCmbJIRs,64,0.329,0.255,218507,0.085,6.83e-05,A,0.201,-17.969,Minor,0.0359,94.26,4,0.109,4.0,Autres,james newton howard,jazz/blues,origine_historique
38027.0,james ingram,i don't have the heart,5In7xBveNACCRX2uWNoPuW,64,0.658,0.487,253507,0.423,0.0,D,0.109,-8.181,Major,0.0243,88.883,4,0.334,4.0,Autres,james ingram,jazz/blues,origine_historique
38403.0,kelsea ballerini,i hate love songs,0Sbeihd75SGitymHS8Bqbh,64,0.252,0.386,191187,0.446,0.0,B,0.18,-7.807,Major,0.0297,179.995,3,0.4,3.0,Autres,kelsea ballerini,jazz/blues,origine_historique
10696.0,sofia karlberg,blue jeans,0hjDTyUl0VDgRDASVUfHax,64,0.84,0.409,160448,0.272,0.0,D#,0.116,-9.565,Major,0.0481,78.789,3,0.417,3.0,Autres,sofia karlberg,jazz/blues,origine_historique
81225.0,bobby vee,take good care of my baby - 1990 remastered,1MR7XamWS0XH6vZxeeRdE0,64,0.698,0.491,150867,0.431,0.0,C#,0.124,-12.257,Major,0.0609,82.443,4,0.661,4.0,Autres,bobby vee,jazz/blues,origine_historique
81222.0,the dave brubeck quartet,take five,1YQWosTIljIvxAgHWTp7KP,64,0.539,0.454,324133,0.26,0.00078,G#,0.0675,-13.193,Minor,0.0401,174.322,5,0.598,5.0,Autres,the dave brubeck quartet,jazz/blues,origine_historique
93797.0,mkto,wasted,5tajmvqHF6YW1iiUFzKpCB,64,0.787,0.313,184213,0.429,0.0,F#,0.0863,-7.415,Major,0.0343,77.27,4,0.416,4.0,Autres,mkto,jazz/blues,origine_historique
19038.0,mellow fellow,dancing,57asCheDC0X1S9QnyTsmOQ,64,0.736,0.375,282671,0.474,9.75e-05,G#,0.287,-7.856,Minor,0.0308,101.976,4,0.392,4.0,Autres,mellow fellow,jazz/blues,origine_historique
66634.0,tina turner,proud mary,6gJdDnF2TzfA1WPMXuCa3x,64,0.0766,0.397,327400,0.499,1.55e-06,D,0.111,-10.972,Major,0.0685,171.067,4,0.367,4.0,Autres,tina turner,jazz/blues,origine_historique
39032.0,bee gees,i started a joke,36CKza28wMxYdjdzji7ine,64,0.174,0.315,188307,0.456,9.76e-06,G,0.145,-8.796,Major,0.0293,145.362,4,0.424,4.0,Autres,bee gees,jazz/blues,origine_historique
20966.0,muse,dig down,0RILico3Gbl5jxSNg3zLrJ,64,0.0879,0.428,228147,0.429,0.00041,C,0.168,-6.06,Major,0.049,127.173,4,0.182,4.0,Autres,muse,jazz/blues,origine_historique
18855.0,ólafur arnalds,dalur - island songs v,2xkgm3ZHezoiW9tGblP5gi,64,0.991,0.322,242400,0.0738,0.937,D,0.0742,-23.687,Minor,0.0309,86.387,4,0.0507,4.0,Autres,olafur arnalds,jazz/blues,origine_historique
39378.0,dolly parton,i will always love you,6nRvgo4ySezQKD1D7NIqAu,64,0.96,0.446,176093,0.142,0.00114,A,0.101,-13.498,Major,0.0335,135.724,4,0.156,4.0,Autres,dolly parton,jazz/blues,origine_historique
88058.0,iu,through the night,3P3UA61WRQqwCXaoFOTENd,64,0.757,0.428,253293,0.313,0.0,G#,0.309,-7.327,Major,0.0391,78.723,4,0.284,4.0,Autres,iu,jazz/blues,origine_historique
